Sr.No.,Country,AgeGroup,Sex,MaritalStatus,DataProcess,Data Collection (Start Year),Data Collection (End Year),Data Source
1747,Algeria,[25-29],Woman,Married,Survey,2002,2002,PAPFAM
1748,Algeria,[30-34],Woman,Married,Survey,2002,2002,PAPFAM
1749,Algeria,[35-39],Woman,Married,Survey,2002,2002,PAPFAM
1750,Algeria,[40-44],Woman,Married,Survey,2002,2002,PAPFAM
1751,Algeria,[45-49],Woman,Married,Survey,2002,2002,PAPFAM
1752,Algeria,[50-54],Woman,Married,Survey,2002,2002,PAPFAM
1753,Algeria,[55-59],Woman,Married,Survey,2002,2002,PAPFAM
1754,Algeria,[60-64],Woman,Married,Survey,2002,2002,PAPFAM
1755,Algeria,[65-69],Woman,Married,Survey,2002,2002,PAPFAM
1756,Algeria,[15-19],Woman,Single,Survey,2002,2002,PAPFAM
1757,Algeria,[20-24],Woman,Single,Survey,2002,2002,PAPFAM
1758,Algeria,[25-29],Woman,Single,Survey,2002,2002,PAPFAM
1759,Algeria,[30-34],Woman,Single,Survey,2002,2002,PAPFAM
1760,Algeria,[35-39],Woman,Single,Survey,2002,2002,PAPFAM
1761,Algeria,[40-44],Woman,Single,Survey,2002,2002,PAPFAM
1762,Algeria,[45-49],Woman,Single,Survey,2002,2002,PAPFAM
1763,Algeria,[50-54],Woman,Single,Survey,2002,2002,PAPFAM
1764,Algeria,[55-59],Woman,Single,Survey,2002,2002,PAPFAM
1765,Algeria,[60-64],Woman,Single,Survey,2002,2002,PAPFAM
1766,Algeria,[65-69],Woman,Single,Survey,2002,2002,PAPFAM
1767,Algeria,[15-19],Woman,Widowed,Survey,2002,2002,PAPFAM
1768,Algeria,[20-24],Woman,Widowed,Survey,2002,2002,PAPFAM
1769,Algeria,[25-29],Woman,Widowed,Survey,2002,2002,PAPFAM
1770,Algeria,[30-34],Woman,Widowed,Survey,2002,2002,PAPFAM
1771,Algeria,[35-39],Woman,Widowed,Survey,2002,2002,PAPFAM
1772,Algeria,[40-44],Woman,Widowed,Survey,2002,2002,PAPFAM
1773,Algeria,[45-49],Woman,Widowed,Survey,2002,2002,PAPFAM
1774,Algeria,[50-54],Woman,Widowed,Survey,2002,2002,PAPFAM
1775,Algeria,[55-59],Woman,Widowed,Survey,2002,2002,PAPFAM
1776,Algeria,[60-64],Woman,Widowed,Survey,2002,2002,PAPFAM
1777,Algeria,[65-69],Woman,Widowed,Survey,2002,2002,PAPFAM
1778,Algeria,[25-29],Man,Divorced,Survey,2006,2006,INED
1779,Algeria,[30-34],Man,Divorced,Survey,2006,2006,INED
1780,Algeria,[35-39],Man,Divorced,Survey,2006,2006,INED
1781,Algeria,[40-44],Man,Divorced,Survey,2006,2006,INED
1782,Algeria,[45-49],Man,Divorced,Survey,2006,2006,INED
1783,Algeria,[50-54],Man,Divorced,Survey,2006,2006,INED
1784,Algeria,[55-59],Man,Divorced,Survey,2006,2006,INED
1785,Algeria,[60-64],Man,Divorced,Survey,2006,2006,INED
1786,Algeria,[65-69],Man,Divorced,Survey,2006,2006,INED
1787,Algeria,[70+],Man,Divorced,Survey,2006,2006,INED
1788,Algeria,[15-19],Man,Married,Survey,2006,2006,INED
1789,Algeria,[20-24],Man,Married,Survey,2006,2006,INED
1790,Algeria,[25-29],Man,Married,Survey,2006,2006,INED
1791,Algeria,[30-34],Man,Married,Survey,2006,2006,INED
1792,Algeria,[35-39],Man,Married,Survey,2006,2006,INED
1793,Algeria,[40-44],Man,Married,Survey,2006,2006,INED
1794,Algeria,[45-49],Man,Married,Survey,2006,2006,INED
1795,Algeria,[50-54],Man,Married,Survey,2006,2006,INED
1796,Algeria,[55-59],Man,Married,Survey,2006,2006,INED
1797,Algeria,[60-64],Man,Married,Survey,2006,2006,INED
1798,Algeria,[65-69],Man,Married,Survey,2006,2006,INED
1799,Algeria,[70+],Man,Married,Survey,2006,2006,INED
1800,Algeria,[15-19],Man,Single,Survey,2006,2006,INED
1801,Algeria,[20-24],Man,Single,Survey,2006,2006,INED
1802,Algeria,[25-29],Man,Single,Survey,2006,2006,INED
1803,Algeria,[30-34],Man,Single,Survey,2006,2006,INED
1804,Algeria,[35-39],Man,Single,Survey,2006,2006,INED
1805,Algeria,[40-44],Man,Single,Survey,2006,2006,INED
1806,Algeria,[45-49],Man,Single,Survey,2006,2006,INED
1807,Algeria,[50-54],Man,Single,Survey,2006,2006,INED
1808,Algeria,[55-59],Man,Single,Survey,2006,2006,INED
1809,Algeria,[60-64],Man,Single,Survey,2006,2006,INED
1810,Algeria,[65-69],Man,Single,Survey,2006,2006,INED
1811,Algeria,[70+],Man,Single,Survey,2006,2006,INED
1812,Algeria,[15-19],Man,Widowed,Survey,2006,2006,INED
1813,Algeria,[25-29],Man,Widowed,Survey,2006,2006,INED
1814,Algeria,[30-34],Man,Widowed,Survey,2006,2006,INED
1815,Algeria,[35-39],Man,Widowed,Survey,2006,2006,INED
1816,Algeria,[40-44],Man,Widowed,Survey,2006,2006,INED
1817,Algeria,[45-49],Man,Widowed,Survey,2006,2006,INED
1818,Algeria,[50-54],Man,Widowed,Survey,2006,2006,INED
1819,Algeria,[55-59],Man,Widowed,Survey,2006,2006,INED
1820,Algeria,[60-64],Man,Widowed,Survey,2006,2006,INED
1821,Algeria,[65-69],Man,Widowed,Survey,2006,2006,INED
1822,Algeria,[70+],Man,Widowed,Survey,2006,2006,INED
1823,Algeria,[15-19],Woman,Divorced,Survey,2006,2006,INED
1824,Algeria,[20-24],Woman,Divorced,Survey,2006,2006,INED
1825,Algeria,[25-29],Woman,Divorced,Survey,2006,2006,INED
1826,Algeria,[30-34],Woman,Divorced,Survey,2006,2006,INED
1827,Algeria,[35-39],Woman,Divorced,Survey,2006,2006,INED
1828,Algeria,[40-44],Woman,Divorced,Survey,2006,2006,INED
1829,Algeria,[45-49],Woman,Divorced,Survey,2006,2006,INED
1830,Algeria,[50-54],Woman,Divorced,Survey,2006,2006,INED
1831,Algeria,[55-59],Woman,Divorced,Survey,2006,2006,INED
1832,Algeria,[60-64],Woman,Divorced,Survey,2006,2006,INED
1833,Algeria,[65-69],Woman,Divorced,Survey,2006,2006,INED
1834,Algeria,[70+],Woman,Divorced,Survey,2006,2006,INED
1835,Algeria,[15-19],Woman,Married,Survey,2006,2006,INED
1836,Algeria,[20-24],Woman,Married,Survey,2006,2006,INED
1837,Algeria,[25-29],Woman,Married,Survey,2006,2006,INED
1838,Algeria,[30-34],Woman,Married,Survey,2006,2006,INED
1839,Algeria,[35-39],Woman,Married,Survey,2006,2006,INED
1840,Algeria,[40-44],Woman,Married,Survey,2006,2006,INED
1841,Algeria,[45-49],Woman,Married,Survey,2006,2006,INED
1842,Algeria,[50-54],Woman,Married,Survey,2006,2006,INED
1843,Algeria,[55-59],Woman,Married,Survey,2006,2006,INED
1844,Algeria,[60-64],Woman,Married,Survey,2006,2006,INED
1845,Algeria,[65-69],Woman,Married,Survey,2006,2006,INED
1846,Algeria,[70+],Woman,Married,Survey,2006,2006,INED
1847,Algeria,[15-19],Woman,Single,Survey,2006,2006,INED
1848,Algeria,[20-24],Woman,Single,Survey,2006,2006,INED
1849,Algeria,[25-29],Woman,Single,Survey,2006,2006,INED
1850,Algeria,[30-34],Woman,Single,Survey,2006,2006,INED
1851,Algeria,[35-39],Woman,Single,Survey,2006,2006,INED
1852,Algeria,[40-44],Woman,Single,Survey,2006,2006,INED
1853,Algeria,[45-49],Woman,Single,Survey,2006,2006,INED
1854,Algeria,[50-54],Woman,Single,Survey,2006,2006,INED
1855,Algeria,[55-59],Woman,Single,Survey,2006,2006,INED
1856,Algeria,[60-64],Woman,Single,Survey,2006,2006,INED
1857,Algeria,[65-69],Woman,Single,Survey,2006,2006,INED
1858,Algeria,[70+],Woman,Single,Survey,2006,2006,INED
1859,Algeria,[20-24],Woman,Widowed,Survey,2006,2006,INED
1860,Algeria,[25-29],Woman,Widowed,Survey,2006,2006,INED
1861,Algeria,[30-34],Woman,Widowed,Survey,2006,2006,INED
1862,Algeria,[35-39],Woman,Widowed,Survey,2006,2006,INED
1863,Algeria,[40-44],Woman,Widowed,Survey,2006,2006,INED
1864,Algeria,[45-49],Woman,Widowed,Survey,2006,2006,INED
1865,Algeria,[50-54],Woman,Widowed,Survey,2006,2006,INED
1866,Algeria,[55-59],Woman,Widowed,Survey,2006,2006,INED
1867,Algeria,[60-64],Woman,Widowed,Survey,2006,2006,INED
1868,Algeria,[65-69],Woman,Widowed,Survey,2006,2006,INED
1869,Algeria,[70+],Woman,Widowed,Survey,2006,2006,INED
1870,Algeria,[10-14],Man,Divorced,Census,2008,2008,UNSD
1871,Algeria,[15-19],Man,Divorced,Census,2008,2008,UNSD
1872,Algeria,[20-24],Man,Divorced,Census,2008,2008,UNSD
1873,Algeria,[25-29],Man,Divorced,Census,2008,2008,UNSD
1874,Algeria,[30-34],Man,Divorced,Census,2008,2008,UNSD
1875,Algeria,[35-39],Man,Divorced,Census,2008,2008,UNSD
1876,Algeria,[40-44],Man,Divorced,Census,2008,2008,UNSD
1877,Algeria,[45-49],Man,Divorced,Census,2008,2008,UNSD
1878,Algeria,[50-54],Man,Divorced,Census,2008,2008,UNSD
1879,Algeria,[55-59],Man,Divorced,Census,2008,2008,UNSD
1880,Algeria,[60-64],Man,Divorced,Census,2008,2008,UNSD
1881,Algeria,[65-69],Man,Divorced,Census,2008,2008,UNSD
1882,Algeria,[70-74],Man,Divorced,Census,2008,2008,UNSD
1883,Algeria,[75+],Man,Divorced,Census,2008,2008,UNSD
1884,Algeria,[10-14],Man,Married,Census,2008,2008,UNSD
1885,Algeria,[15-19],Man,Married,Census,2008,2008,UNSD
1886,Algeria,[20-24],Man,Married,Census,2008,2008,UNSD
1887,Algeria,[25-29],Man,Married,Census,2008,2008,UNSD
1888,Algeria,[30-34],Man,Married,Census,2008,2008,UNSD
1889,Algeria,[35-39],Man,Married,Census,2008,2008,UNSD
1890,Algeria,[40-44],Man,Married,Census,2008,2008,UNSD
1891,Algeria,[45-49],Man,Married,Census,2008,2008,UNSD
1892,Algeria,[50-54],Man,Married,Census,2008,2008,UNSD
1893,Algeria,[55-59],Man,Married,Census,2008,2008,UNSD
1894,Algeria,[60-64],Man,Married,Census,2008,2008,UNSD
1895,Algeria,[65-69],Man,Married,Census,2008,2008,UNSD
1896,Algeria,[70-74],Man,Married,Census,2008,2008,UNSD
1897,Algeria,[75+],Man,Married,Census,2008,2008,UNSD
1898,Algeria,[10-14],Man,Single,Census,2008,2008,UNSD
1899,Algeria,[15-19],Man,Single,Census,2008,2008,UNSD
1900,Algeria,[20-24],Man,Single,Census,2008,2008,UNSD
1901,Algeria,[25-29],Man,Single,Census,2008,2008,UNSD
1902,Algeria,[30-34],Man,Single,Census,2008,2008,UNSD
1903,Algeria,[35-39],Man,Single,Census,2008,2008,UNSD
1904,Algeria,[40-44],Man,Single,Census,2008,2008,UNSD
1905,Algeria,[45-49],Man,Single,Census,2008,2008,UNSD
1906,Algeria,[50-54],Man,Single,Census,2008,2008,UNSD
1907,Algeria,[55-59],Man,Single,Census,2008,2008,UNSD
1908,Algeria,[60-64],Man,Single,Census,2008,2008,UNSD
1909,Algeria,[65-69],Man,Single,Census,2008,2008,UNSD
1910,Algeria,[70-74],Man,Single,Census,2008,2008,UNSD
1911,Algeria,[75+],Man,Single,Census,2008,2008,UNSD
1912,Algeria,[10-14],Man,Widowed,Census,2008,2008,UNSD
1913,Algeria,[15-19],Man,Widowed,Census,2008,2008,UNSD
1914,Algeria,[20-24],Man,Widowed,Census,2008,2008,UNSD
1915,Algeria,[25-29],Man,Widowed,Census,2008,2008,UNSD
1916,Algeria,[30-34],Man,Widowed,Census,2008,2008,UNSD
1917,Algeria,[35-39],Man,Widowed,Census,2008,2008,UNSD
1918,Algeria,[40-44],Man,Widowed,Census,2008,2008,UNSD
1919,Algeria,[45-49],Man,Widowed,Census,2008,2008,UNSD
1920,Algeria,[50-54],Man,Widowed,Census,2008,2008,UNSD
1921,Algeria,[55-59],Man,Widowed,Census,2008,2008,UNSD
1922,Algeria,[60-64],Man,Widowed,Census,2008,2008,UNSD
1923,Algeria,[65-69],Man,Widowed,Census,2008,2008,UNSD
1924,Algeria,[70-74],Man,Widowed,Census,2008,2008,UNSD
1925,Algeria,[75+],Man,Widowed,Census,2008,2008,UNSD
1926,Algeria,[10-14],Woman,Divorced,Census,2008,2008,UNSD
1927,Algeria,[15-19],Woman,Divorced,Census,2008,2008,UNSD
1928,Algeria,[20-24],Woman,Divorced,Census,2008,2008,UNSD
1929,Algeria,[25-29],Woman,Divorced,Census,2008,2008,UNSD
1930,Algeria,[30-34],Woman,Divorced,Census,2008,2008,UNSD
1931,Algeria,[35-39],Woman,Divorced,Census,2008,2008,UNSD
1932,Algeria,[40-44],Woman,Divorced,Census,2008,2008,UNSD
1933,Algeria,[45-49],Woman,Divorced,Census,2008,2008,UNSD
1934,Algeria,[50-54],Woman,Divorced,Census,2008,2008,UNSD
1935,Algeria,[55-59],Woman,Divorced,Census,2008,2008,UNSD
1936,Algeria,[60-64],Woman,Divorced,Census,2008,2008,UNSD
1937,Algeria,[65-69],Woman,Divorced,Census,2008,2008,UNSD
1938,Algeria,[70-74],Woman,Divorced,Census,2008,2008,UNSD
1939,Algeria,[75+],Woman,Divorced,Census,2008,2008,UNSD
1940,Algeria,[10-14],Woman,Married,Census,2008,2008,UNSD
1941,Algeria,[15-19],Woman,Married,Census,2008,2008,UNSD
1942,Algeria,[20-24],Woman,Married,Census,2008,2008,UNSD
1943,Algeria,[25-29],Woman,Married,Census,2008,2008,UNSD
1944,Algeria,[30-34],Woman,Married,Census,2008,2008,UNSD
1945,Algeria,[35-39],Woman,Married,Census,2008,2008,UNSD
1946,Algeria,[40-44],Woman,Married,Census,2008,2008,UNSD
1947,Algeria,[45-49],Woman,Married,Census,2008,2008,UNSD
1948,Algeria,[50-54],Woman,Married,Census,2008,2008,UNSD
1949,Algeria,[55-59],Woman,Married,Census,2008,2008,UNSD
1950,Algeria,[60-64],Woman,Married,Census,2008,2008,UNSD
1951,Algeria,[65-69],Woman,Married,Census,2008,2008,UNSD
1952,Algeria,[70-74],Woman,Married,Census,2008,2008,UNSD
1953,Algeria,[75+],Woman,Married,Census,2008,2008,UNSD
1954,Algeria,[10-14],Woman,Single,Census,2008,2008,UNSD
1955,Algeria,[15-19],Woman,Single,Census,2008,2008,UNSD
1956,Algeria,[20-24],Woman,Single,Census,2008,2008,UNSD
1957,Algeria,[25-29],Woman,Single,Census,2008,2008,UNSD
1958,Algeria,[30-34],Woman,Single,Census,2008,2008,UNSD
1959,Algeria,[35-39],Woman,Single,Census,2008,2008,UNSD
1960,Algeria,[40-44],Woman,Single,Census,2008,2008,UNSD
1961,Algeria,[45-49],Woman,Single,Census,2008,2008,UNSD
1962,Algeria,[50-54],Woman,Single,Census,2008,2008,UNSD
1963,Algeria,[55-59],Woman,Single,Census,2008,2008,UNSD
1964,Algeria,[60-64],Woman,Single,Census,2008,2008,UNSD
1965,Algeria,[65-69],Woman,Single,Census,2008,2008,UNSD
1966,Algeria,[70-74],Woman,Single,Census,2008,2008,UNSD
1967,Algeria,[75+],Woman,Single,Census,2008,2008,UNSD
1968,Algeria,[10-14],Woman,Widowed,Census,2008,2008,UNSD
1969,Algeria,[15-19],Woman,Widowed,Census,2008,2008,UNSD
1970,Algeria,[20-24],Woman,Widowed,Census,2008,2008,UNSD
1971,Algeria,[25-29],Woman,Widowed,Census,2008,2008,UNSD
1972,Algeria,[30-34],Woman,Widowed,Census,2008,2008,UNSD
1973,Algeria,[35-39],Woman,Widowed,Census,2008,2008,UNSD
1974,Algeria,[40-44],Woman,Widowed,Census,2008,2008,UNSD
1975,Algeria,[45-49],Woman,Widowed,Census,2008,2008,UNSD
1976,Algeria,[50-54],Woman,Widowed,Census,2008,2008,UNSD
1977,Algeria,[55-59],Woman,Widowed,Census,2008,2008,UNSD
1978,Algeria,[60-64],Woman,Widowed,Census,2008,2008,UNSD
1979,Algeria,[65-69],Woman,Widowed,Census,2008,2008,UNSD
1980,Algeria,[70-74],Woman,Widowed,Census,2008,2008,UNSD
1981,Algeria,[75+],Woman,Widowed,Census,2008,2008,UNSD
1982,Algeria,[15-19],Woman,Divorced,Survey,2012,2013,MICS
1983,Algeria,[20-24],Woman,Divorced,Survey,2012,2013,MICS
1984,Algeria,[25-29],Woman,Divorced,Survey,2012,2013,MICS
1985,Algeria,[30-34],Woman,Divorced,Survey,2012,2013,MICS
1986,Algeria,[35-39],Woman,Divorced,Survey,2012,2013,MICS
1987,Algeria,[40-44],Woman,Divorced,Survey,2012,2013,MICS
1988,Algeria,[45-49],Woman,Divorced,Survey,2012,2013,MICS
1989,Algeria,[15-19],Woman,Married,Survey,2012,2013,MICS
1990,Algeria,[20-24],Woman,Married,Survey,2012,2013,MICS
1991,Algeria,[25-29],Woman,Married,Survey,2012,2013,MICS
1992,Algeria,[30-34],Woman,Married,Survey,2012,2013,MICS
1993,Algeria,[35-39],Woman,Married,Survey,2012,2013,MICS
1994,Algeria,[40-44],Woman,Married,Survey,2012,2013,MICS
1995,Algeria,[45-49],Woman,Married,Survey,2012,2013,MICS
1996,Algeria,[15-19],Woman,Never married,Survey,2012,2013,MICS
1997,Algeria,[20-24],Woman,Never married,Survey,2012,2013,MICS
1998,Algeria,[25-29],Woman,Never married,Survey,2012,2013,MICS
1999,Algeria,[30-34],Woman,Never married,Survey,2012,2013,MICS
2000,Algeria,[35-39],Woman,Never married,Survey,2012,2013,MICS
2001,Algeria,[40-44],Woman,Never married,Survey,2012,2013,MICS
2002,Algeria,[45-49],Woman,Never married,Survey,2012,2013,MICS
2003,Algeria,[15-19],Woman,Separated,Survey,2012,2013,MICS
2004,Algeria,[20-24],Woman,Separated,Survey,2012,2013,MICS
2005,Algeria,[25-29],Woman,Separated,Survey,2012,2013,MICS
2006,Algeria,[30-34],Woman,Separated,Survey,2012,2013,MICS
2007,Algeria,[35-39],Woman,Separated,Survey,2012,2013,MICS
2008,Algeria,[40-44],Woman,Separated,Survey,2012,2013,MICS
2009,Algeria,[45-49],Woman,Separated,Survey,2012,2013,MICS
2010,Algeria,[15-19],Woman,Widowed,Survey,2012,2013,MICS
2011,Algeria,[20-24],Woman,Widowed,Survey,2012,2013,MICS
2012,Algeria,[25-29],Woman,Widowed,Survey,2012,2013,MICS
2013,Algeria,[30-34],Woman,Widowed,Survey,2012,2013,MICS
2014,Algeria,[35-39],Woman,Widowed,Survey,2012,2013,MICS
2015,Algeria,[40-44],Woman,Widowed,Survey,2012,2013,MICS
2016,Algeria,[45-49],Woman,Widowed,Survey,2012,2013,MICS
2017,Algeria,[15-19],Man,Divorced,Survey,2012,2013,MICS_HH
2018,Algeria,[20-24],Man,Divorced,Survey,2012,2013,MICS_HH
2019,Algeria,[25-29],Man,Divorced,Survey,2012,2013,MICS_HH
2020,Algeria,[30-34],Man,Divorced,Survey,2012,2013,MICS_HH
2021,Algeria,[35-39],Man,Divorced,Survey,2012,2013,MICS_HH
2022,Algeria,[40-44],Man,Divorced,Survey,2012,2013,MICS_HH
2023,Algeria,[45-49],Man,Divorced,Survey,2012,2013,MICS_HH
2024,Algeria,[50-54],Man,Divorced,Survey,2012,2013,MICS_HH
2025,Algeria,[55-59],Man,Divorced,Survey,2012,2013,MICS_HH
2026,Algeria,[60-64],Man,Divorced,Survey,2012,2013,MICS_HH
2027,Algeria,[65-69],Man,Divorced,Survey,2012,2013,MICS_HH
2028,Algeria,[70-74],Man,Divorced,Survey,2012,2013,MICS_HH
2029,Algeria,[75+],Man,Divorced,Survey,2012,2013,MICS_HH
2030,Algeria,[15-19],Man,Married,Survey,2012,2013,MICS_HH
2031,Algeria,[20-24],Man,Married,Survey,2012,2013,MICS_HH
2032,Algeria,[25-29],Man,Married,Survey,2012,2013,MICS_HH
2033,Algeria,[30-34],Man,Married,Survey,2012,2013,MICS_HH
2034,Algeria,[35-39],Man,Married,Survey,2012,2013,MICS_HH
2035,Algeria,[40-44],Man,Married,Survey,2012,2013,MICS_HH
2036,Algeria,[45-49],Man,Married,Survey,2012,2013,MICS_HH
2037,Algeria,[50-54],Man,Married,Survey,2012,2013,MICS_HH
2038,Algeria,[55-59],Man,Married,Survey,2012,2013,MICS_HH
2039,Algeria,[60-64],Man,Married,Survey,2012,2013,MICS_HH
2040,Algeria,[65-69],Man,Married,Survey,2012,2013,MICS_HH
2041,Algeria,[70-74],Man,Married,Survey,2012,2013,MICS_HH
2042,Algeria,[75+],Man,Married,Survey,2012,2013,MICS_HH
2043,Algeria,[15-19],Man,Never married,Survey,2012,2013,MICS_HH
2044,Algeria,[20-24],Man,Never married,Survey,2012,2013,MICS_HH
2045,Algeria,[25-29],Man,Never married,Survey,2012,2013,MICS_HH
2046,Algeria,[30-34],Man,Never married,Survey,2012,2013,MICS_HH
2047,Algeria,[35-39],Man,Never married,Survey,2012,2013,MICS_HH
2048,Algeria,[40-44],Man,Never married,Survey,2012,2013,MICS_HH
2049,Algeria,[45-49],Man,Never married,Survey,2012,2013,MICS_HH
2050,Algeria,[50-54],Man,Never married,Survey,2012,2013,MICS_HH
2051,Algeria,[55-59],Man,Never married,Survey,2012,2013,MICS_HH
2052,Algeria,[60-64],Man,Never married,Survey,2012,2013,MICS_HH
2053,Algeria,[65-69],Man,Never married,Survey,2012,2013,MICS_HH
2054,Algeria,[70-74],Man,Never married,Survey,2012,2013,MICS_HH
2055,Algeria,[75+],Man,Never married,Survey,2012,2013,MICS_HH
2056,Algeria,[15-19],Man,Separated,Survey,2012,2013,MICS_HH
2057,Algeria,[20-24],Man,Separated,Survey,2012,2013,MICS_HH
2058,Algeria,[25-29],Man,Separated,Survey,2012,2013,MICS_HH
2059,Algeria,[30-34],Man,Separated,Survey,2012,2013,MICS_HH
2060,Algeria,[35-39],Man,Separated,Survey,2012,2013,MICS_HH
2061,Algeria,[40-44],Man,Separated,Survey,2012,2013,MICS_HH
2062,Algeria,[45-49],Man,Separated,Survey,2012,2013,MICS_HH
2063,Algeria,[50-54],Man,Separated,Survey,2012,2013,MICS_HH
2064,Algeria,[55-59],Man,Separated,Survey,2012,2013,MICS_HH
2065,Algeria,[60-64],Man,Separated,Survey,2012,2013,MICS_HH
2066,Algeria,[65-69],Man,Separated,Survey,2012,2013,MICS_HH
2067,Algeria,[70-74],Man,Separated,Survey,2012,2013,MICS_HH
2068,Algeria,[75+],Man,Separated,Survey,2012,2013,MICS_HH
2069,Algeria,[15-19],Man,Widowed,Survey,2012,2013,MICS_HH
2070,Algeria,[20-24],Man,Widowed,Survey,2012,2013,MICS_HH
2071,Algeria,[25-29],Man,Widowed,Survey,2012,2013,MICS_HH
2072,Algeria,[30-34],Man,Widowed,Survey,2012,2013,MICS_HH
2073,Algeria,[35-39],Man,Widowed,Survey,2012,2013,MICS_HH
2074,Algeria,[40-44],Man,Widowed,Survey,2012,2013,MICS_HH
2075,Algeria,[45-49],Man,Widowed,Survey,2012,2013,MICS_HH
2076,Algeria,[50-54],Man,Widowed,Survey,2012,2013,MICS_HH
2077,Algeria,[55-59],Man,Widowed,Survey,2012,2013,MICS_HH
2078,Algeria,[60-64],Man,Widowed,Survey,2012,2013,MICS_HH
2079,Algeria,[65-69],Man,Widowed,Survey,2012,2013,MICS_HH
2080,Algeria,[70-74],Man,Widowed,Survey,2012,2013,MICS_HH
2081,Algeria,[75+],Man,Widowed,Survey,2012,2013,MICS_HH
2082,Algeria,[15-19],Woman,Divorced,Survey,2012,2013,MICS_HH
2083,Algeria,[20-24],Woman,Divorced,Survey,2012,2013,MICS_HH
2084,Algeria,[25-29],Woman,Divorced,Survey,2012,2013,MICS_HH
2085,Algeria,[30-34],Woman,Divorced,Survey,2012,2013,MICS_HH
2086,Algeria,[35-39],Woman,Divorced,Survey,2012,2013,MICS_HH
2087,Algeria,[40-44],Woman,Divorced,Survey,2012,2013,MICS_HH
2088,Algeria,[45-49],Woman,Divorced,Survey,2012,2013,MICS_HH
2089,Algeria,[50-54],Woman,Divorced,Survey,2012,2013,MICS_HH
2090,Algeria,[55-59],Woman,Divorced,Survey,2012,2013,MICS_HH
2091,Algeria,[60-64],Woman,Divorced,Survey,2012,2013,MICS_HH
2092,Algeria,[65-69],Woman,Divorced,Survey,2012,2013,MICS_HH
2093,Algeria,[70-74],Woman,Divorced,Survey,2012,2013,MICS_HH
2094,Algeria,[75+],Woman,Divorced,Survey,2012,2013,MICS_HH
2095,Algeria,[15-19],Woman,Married,Survey,2012,2013,MICS_HH
2096,Algeria,[20-24],Woman,Married,Survey,2012,2013,MICS_HH
2097,Algeria,[25-29],Woman,Married,Survey,2012,2013,MICS_HH
2098,Algeria,[30-34],Woman,Married,Survey,2012,2013,MICS_HH
2099,Algeria,[35-39],Woman,Married,Survey,2012,2013,MICS_HH
2100,Algeria,[40-44],Woman,Married,Survey,2012,2013,MICS_HH
2101,Algeria,[45-49],Woman,Married,Survey,2012,2013,MICS_HH
2102,Algeria,[50-54],Woman,Married,Survey,2012,2013,MICS_HH
2103,Algeria,[55-59],Woman,Married,Survey,2012,2013,MICS_HH
2104,Algeria,[60-64],Woman,Married,Survey,2012,2013,MICS_HH
2105,Algeria,[65-69],Woman,Married,Survey,2012,2013,MICS_HH
2106,Algeria,[70-74],Woman,Married,Survey,2012,2013,MICS_HH
2107,Algeria,[75+],Woman,Married,Survey,2012,2013,MICS_HH
2108,Algeria,[15-19],Woman,Never married,Survey,2012,2013,MICS_HH
2109,Algeria,[20-24],Woman,Never married,Survey,2012,2013,MICS_HH
2110,Algeria,[25-29],Woman,Never married,Survey,2012,2013,MICS_HH
2111,Algeria,[30-34],Woman,Never married,Survey,2012,2013,MICS_HH
2112,Algeria,[35-39],Woman,Never married,Survey,2012,2013,MICS_HH
2113,Algeria,[40-44],Woman,Never married,Survey,2012,2013,MICS_HH
2114,Algeria,[45-49],Woman,Never married,Survey,2012,2013,MICS_HH
2115,Algeria,[50-54],Woman,Never married,Survey,2012,2013,MICS_HH
2116,Algeria,[55-59],Woman,Never married,Survey,2012,2013,MICS_HH
2117,Algeria,[60-64],Woman,Never married,Survey,2012,2013,MICS_HH
2118,Algeria,[65-69],Woman,Never married,Survey,2012,2013,MICS_HH
2119,Algeria,[70-74],Woman,Never married,Survey,2012,2013,MICS_HH
2120,Algeria,[75+],Woman,Never married,Survey,2012,2013,MICS_HH
2121,Algeria,[15-19],Woman,Separated,Survey,2012,2013,MICS_HH
2122,Algeria,[20-24],Woman,Separated,Survey,2012,2013,MICS_HH
2123,Algeria,[25-29],Woman,Separated,Survey,2012,2013,MICS_HH
2124,Algeria,[30-34],Woman,Separated,Survey,2012,2013,MICS_HH
2125,Algeria,[35-39],Woman,Separated,Survey,2012,2013,MICS_HH
2126,Algeria,[40-44],Woman,Separated,Survey,2012,2013,MICS_HH
2127,Algeria,[45-49],Woman,Separated,Survey,2012,2013,MICS_HH
2128,Algeria,[50-54],Woman,Separated,Survey,2012,2013,MICS_HH
2129,Algeria,[55-59],Woman,Separated,Survey,2012,2013,MICS_HH
2130,Algeria,[60-64],Woman,Separated,Survey,2012,2013,MICS_HH
2131,Algeria,[65-69],Woman,Separated,Survey,2012,2013,MICS_HH
2132,Algeria,[70-74],Woman,Separated,Survey,2012,2013,MICS_HH
2133,Algeria,[75+],Woman,Separated,Survey,2012,2013,MICS_HH
2134,Algeria,[15-19],Woman,Widowed,Survey,2012,2013,MICS_HH
2135,Algeria,[20-24],Woman,Widowed,Survey,2012,2013,MICS_HH
2136,Algeria,[25-29],Woman,Widowed,Survey,2012,2013,MICS_HH
2137,Algeria,[30-34],Woman,Widowed,Survey,2012,2013,MICS_HH
2138,Algeria,[35-39],Woman,Widowed,Survey,2012,2013,MICS_HH
