Sr.No.,Country,AgeGroup,Sex,MaritalStatus,DataProcess,Data Collection (Start Year),Data Collection (End Year),Data Source
1,Afghanistan,[15-19],Man,Divorced,Survey,1972,1974,National statistics
2,Afghanistan,[20-24],Man,Divorced,Survey,1972,1974,National statistics
3,Afghanistan,[25-29],Man,Divorced,Survey,1972,1974,National statistics
4,Afghanistan,[30-34],Man,Divorced,Survey,1972,1974,National statistics
5,Afghanistan,[35-39],Man,Divorced,Survey,1972,1974,National statistics
6,Afghanistan,[40-44],Man,Divorced,Survey,1972,1974,National statistics
7,Afghanistan,[45-49],Man,Divorced,Survey,1972,1974,National statistics
8,Afghanistan,[50-54],Man,Divorced,Survey,1972,1974,National statistics
9,Afghanistan,[55-59],Man,Divorced,Survey,1972,1974,National statistics
10,Afghanistan,[60-64],Man,Divorced,Survey,1972,1974,National statistics
11,Afghanistan,[65+],Man,Divorced,Survey,1972,1974,National statistics
12,Afghanistan,[15-19],Man,Married,Survey,1972,1974,National statistics
13,Afghanistan,[20-24],Man,Married,Survey,1972,1974,National statistics
14,Afghanistan,[25-29],Man,Married,Survey,1972,1974,National statistics
15,Afghanistan,[30-34],Man,Married,Survey,1972,1974,National statistics
16,Afghanistan,[35-39],Man,Married,Survey,1972,1974,National statistics
17,Afghanistan,[40-44],Man,Married,Survey,1972,1974,National statistics
18,Afghanistan,[45-49],Man,Married,Survey,1972,1974,National statistics
19,Afghanistan,[50-54],Man,Married,Survey,1972,1974,National statistics
20,Afghanistan,[55-59],Man,Married,Survey,1972,1974,National statistics
21,Afghanistan,[60-64],Man,Married,Survey,1972,1974,National statistics
22,Afghanistan,[65+],Man,Married,Survey,1972,1974,National statistics
23,Afghanistan,[15-19],Man,Single,Survey,1972,1974,National statistics
24,Afghanistan,[20-24],Man,Single,Survey,1972,1974,National statistics
25,Afghanistan,[25-29],Man,Single,Survey,1972,1974,National statistics
26,Afghanistan,[30-34],Man,Single,Survey,1972,1974,National statistics
27,Afghanistan,[35-39],Man,Single,Survey,1972,1974,National statistics
28,Afghanistan,[40-44],Man,Single,Survey,1972,1974,National statistics
29,Afghanistan,[45-49],Man,Single,Survey,1972,1974,National statistics
30,Afghanistan,[50-54],Man,Single,Survey,1972,1974,National statistics
31,Afghanistan,[55-59],Man,Single,Survey,1972,1974,National statistics
32,Afghanistan,[60-64],Man,Single,Survey,1972,1974,National statistics
33,Afghanistan,[65+],Man,Single,Survey,1972,1974,National statistics
45,Afghanistan,[15-19],Woman,Divorced,Survey,1972,1974,National statistics
46,Afghanistan,[20-24],Woman,Divorced,Survey,1972,1974,National statistics
47,Afghanistan,[25-29],Woman,Divorced,Survey,1972,1974,National statistics
48,Afghanistan,[30-34],Woman,Divorced,Survey,1972,1974,National statistics
49,Afghanistan,[35-39],Woman,Divorced,Survey,1972,1974,National statistics
50,Afghanistan,[40-44],Woman,Divorced,Survey,1972,1974,National statistics
51,Afghanistan,[45-49],Woman,Divorced,Survey,1972,1974,National statistics
52,Afghanistan,[50-54],Woman,Divorced,Survey,1972,1974,National statistics
53,Afghanistan,[55-59],Woman,Divorced,Survey,1972,1974,National statistics
54,Afghanistan,[60-64],Woman,Divorced,Survey,1972,1974,National statistics
55,Afghanistan,[65+],Woman,Divorced,Survey,1972,1974,National statistics
56,Afghanistan,[15-19],Woman,Married,Survey,1972,1974,National statistics
57,Afghanistan,[20-24],Woman,Married,Survey,1972,1974,National statistics
58,Afghanistan,[25-29],Woman,Married,Survey,1972,1974,National statistics
59,Afghanistan,[30-34],Woman,Married,Survey,1972,1974,National statistics
60,Afghanistan,[35-39],Woman,Married,Survey,1972,1974,National statistics
61,Afghanistan,[40-44],Woman,Married,Survey,1972,1974,National statistics
62,Afghanistan,[45-49],Woman,Married,Survey,1972,1974,National statistics
63,Afghanistan,[50-54],Woman,Married,Survey,1972,1974,National statistics
64,Afghanistan,[55-59],Woman,Married,Survey,1972,1974,National statistics
65,Afghanistan,[60-64],Woman,Married,Survey,1972,1974,National statistics
66,Afghanistan,[65+],Woman,Married,Survey,1972,1974,National statistics
67,Afghanistan,[15-19],Woman,Single,Survey,1972,1974,National statistics
68,Afghanistan,[20-24],Woman,Single,Survey,1972,1974,National statistics
69,Afghanistan,[25-29],Woman,Single,Survey,1972,1974,National statistics
70,Afghanistan,[30-34],Woman,Single,Survey,1972,1974,National statistics
71,Afghanistan,[35-39],Woman,Single,Survey,1972,1974,National statistics
72,Afghanistan,[40-44],Woman,Single,Survey,1972,1974,National statistics
73,Afghanistan,[45-49],Woman,Single,Survey,1972,1974,National statistics
74,Afghanistan,[50-54],Woman,Single,Survey,1972,1974,National statistics
75,Afghanistan,[55-59],Woman,Single,Survey,1972,1974,National statistics
76,Afghanistan,[60-64],Woman,Single,Survey,1972,1974,National statistics
77,Afghanistan,[65+],Woman,Single,Survey,1972,1974,National statistics
89,Afghanistan,[10-14],Man,Divorced,Census,1979,1979,UNSD
90,Afghanistan,[15-19],Man,Divorced,Census,1979,1979,UNSD
91,Afghanistan,[20-24],Man,Divorced,Census,1979,1979,UNSD
92,Afghanistan,[25-29],Man,Divorced,Census,1979,1979,UNSD
93,Afghanistan,[30-34],Man,Divorced,Census,1979,1979,UNSD
94,Afghanistan,[35-39],Man,Divorced,Census,1979,1979,UNSD
95,Afghanistan,[40-44],Man,Divorced,Census,1979,1979,UNSD
96,Afghanistan,[45-49],Man,Divorced,Census,1979,1979,UNSD
97,Afghanistan,[50-54],Man,Divorced,Census,1979,1979,UNSD
98,Afghanistan,[55-59],Man,Divorced,Census,1979,1979,UNSD
99,Afghanistan,[60-64],Man,Divorced,Census,1979,1979,UNSD
100,Afghanistan,[65+],Man,Divorced,Census,1979,1979,UNSD
101,Afghanistan,[10-14],Man,Married,Census,1979,1979,UNSD
102,Afghanistan,[15-19],Man,Married,Census,1979,1979,UNSD
103,Afghanistan,[20-24],Man,Married,Census,1979,1979,UNSD
104,Afghanistan,[25-29],Man,Married,Census,1979,1979,UNSD
105,Afghanistan,[30-34],Man,Married,Census,1979,1979,UNSD
106,Afghanistan,[35-39],Man,Married,Census,1979,1979,UNSD
107,Afghanistan,[40-44],Man,Married,Census,1979,1979,UNSD
108,Afghanistan,[45-49],Man,Married,Census,1979,1979,UNSD
109,Afghanistan,[50-54],Man,Married,Census,1979,1979,UNSD
110,Afghanistan,[55-59],Man,Married,Census,1979,1979,UNSD
111,Afghanistan,[60-64],Man,Married,Census,1979,1979,UNSD
112,Afghanistan,[65+],Man,Married,Census,1979,1979,UNSD
113,Afghanistan,[10-14],Man,Single,Census,1979,1979,UNSD
114,Afghanistan,[15-19],Man,Single,Census,1979,1979,UNSD
115,Afghanistan,[20-24],Man,Single,Census,1979,1979,UNSD
116,Afghanistan,[25-29],Man,Single,Census,1979,1979,UNSD
117,Afghanistan,[30-34],Man,Single,Census,1979,1979,UNSD
118,Afghanistan,[35-39],Man,Single,Census,1979,1979,UNSD
119,Afghanistan,[40-44],Man,Single,Census,1979,1979,UNSD
120,Afghanistan,[45-49],Man,Single,Census,1979,1979,UNSD
121,Afghanistan,[50-54],Man,Single,Census,1979,1979,UNSD
122,Afghanistan,[55-59],Man,Single,Census,1979,1979,UNSD
123,Afghanistan,[60-64],Man,Single,Census,1979,1979,UNSD
124,Afghanistan,[65+],Man,Single,Census,1979,1979,UNSD
137,Afghanistan,[10-14],Woman,Divorced,Census,1979,1979,UNSD
138,Afghanistan,[15-19],Woman,Divorced,Census,1979,1979,UNSD
139,Afghanistan,[20-24],Woman,Divorced,Census,1979,1979,UNSD
140,Afghanistan,[25-29],Woman,Divorced,Census,1979,1979,UNSD
141,Afghanistan,[30-34],Woman,Divorced,Census,1979,1979,UNSD
142,Afghanistan,[35-39],Woman,Divorced,Census,1979,1979,UNSD
143,Afghanistan,[40-44],Woman,Divorced,Census,1979,1979,UNSD
144,Afghanistan,[45-49],Woman,Divorced,Census,1979,1979,UNSD
145,Afghanistan,[50-54],Woman,Divorced,Census,1979,1979,UNSD
146,Afghanistan,[55-59],Woman,Divorced,Census,1979,1979,UNSD
147,Afghanistan,[60-64],Woman,Divorced,Census,1979,1979,UNSD
148,Afghanistan,[65+],Woman,Divorced,Census,1979,1979,UNSD
149,Afghanistan,[10-14],Woman,Married,Census,1979,1979,UNSD
150,Afghanistan,[15-19],Woman,Married,Census,1979,1979,UNSD
151,Afghanistan,[20-24],Woman,Married,Census,1979,1979,UNSD
152,Afghanistan,[25-29],Woman,Married,Census,1979,1979,UNSD
153,Afghanistan,[30-34],Woman,Married,Census,1979,1979,UNSD
154,Afghanistan,[35-39],Woman,Married,Census,1979,1979,UNSD
155,Afghanistan,[40-44],Woman,Married,Census,1979,1979,UNSD
156,Afghanistan,[45-49],Woman,Married,Census,1979,1979,UNSD
157,Afghanistan,[50-54],Woman,Married,Census,1979,1979,UNSD
158,Afghanistan,[55-59],Woman,Married,Census,1979,1979,UNSD
159,Afghanistan,[60-64],Woman,Married,Census,1979,1979,UNSD
160,Afghanistan,[65+],Woman,Married,Census,1979,1979,UNSD
161,Afghanistan,[10-14],Woman,Single,Census,1979,1979,UNSD
162,Afghanistan,[15-19],Woman,Single,Census,1979,1979,UNSD
163,Afghanistan,[20-24],Woman,Single,Census,1979,1979,UNSD
164,Afghanistan,[25-29],Woman,Single,Census,1979,1979,UNSD
165,Afghanistan,[30-34],Woman,Single,Census,1979,1979,UNSD
166,Afghanistan,[35-39],Woman,Single,Census,1979,1979,UNSD
167,Afghanistan,[40-44],Woman,Single,Census,1979,1979,UNSD
168,Afghanistan,[45-49],Woman,Single,Census,1979,1979,UNSD
169,Afghanistan,[50-54],Woman,Single,Census,1979,1979,UNSD
170,Afghanistan,[55-59],Woman,Single,Census,1979,1979,UNSD
171,Afghanistan,[60-64],Woman,Single,Census,1979,1979,UNSD
172,Afghanistan,[65+],Woman,Single,Census,1979,1979,UNSD
173,Afghanistan,[10-14],Woman,Widowed,Census,1979,1979,UNSD
174,Afghanistan,[15-19],Woman,Widowed,Census,1979,1979,UNSD
175,Afghanistan,[20-24],Woman,Widowed,Census,1979,1979,UNSD
176,Afghanistan,[25-29],Woman,Widowed,Census,1979,1979,UNSD
177,Afghanistan,[30-34],Woman,Widowed,Census,1979,1979,UNSD
178,Afghanistan,[35-39],Woman,Widowed,Census,1979,1979,UNSD
179,Afghanistan,[40-44],Woman,Widowed,Census,1979,1979,UNSD
180,Afghanistan,[45-49],Woman,Widowed,Census,1979,1979,UNSD
181,Afghanistan,[50-54],Woman,Widowed,Census,1979,1979,UNSD
182,Afghanistan,[55-59],Woman,Widowed,Census,1979,1979,UNSD
183,Afghanistan,[60-64],Woman,Widowed,Census,1979,1979,UNSD
184,Afghanistan,[65+],Woman,Widowed,Census,1979,1979,UNSD
185,Afghanistan,[15-24],Man,Divorced or Separated,Survey,2007,2008,National statistics
186,Afghanistan,[25-39],Man,Divorced or Separated,Survey,2007,2008,National statistics
187,Afghanistan,[40-64],Man,Divorced or Separated,Survey,2007,2008,National statistics
188,Afghanistan,[65+],Man,Divorced or Separated,Survey,2007,2008,National statistics
189,Afghanistan,[15-24],Man,Married,Survey,2007,2008,National statistics
190,Afghanistan,[25-39],Man,Married,Survey,2007,2008,National statistics
191,Afghanistan,[40-64],Man,Married,Survey,2007,2008,National statistics
192,Afghanistan,[65+],Man,Married,Survey,2007,2008,National statistics
193,Afghanistan,[15-24],Man,Single,Survey,2007,2008,National statistics
194,Afghanistan,[25-39],Man,Single,Survey,2007,2008,National statistics
195,Afghanistan,[40-64],Man,Single,Survey,2007,2008,National statistics
196,Afghanistan,[65+],Man,Single,Survey,2007,2008,National statistics
197,Afghanistan,[15-24],Man,Widowed,Survey,2007,2008,National statistics
198,Afghanistan,[25-39],Man,Widowed,Survey,2007,2008,National statistics
199,Afghanistan,[40-64],Man,Widowed,Survey,2007,2008,National statistics
200,Afghanistan,[65+],Man,Widowed,Survey,2007,2008,National statistics
201,Afghanistan,[15-24],Woman,Divorced or Separated,Survey,2007,2008,National statistics
202,Afghanistan,[25-39],Woman,Divorced or Separated,Survey,2007,2008,National statistics
203,Afghanistan,[40-64],Woman,Divorced or Separated,Survey,2007,2008,National statistics
204,Afghanistan,[65+],Woman,Divorced or Separated,Survey,2007,2008,National statistics
205,Afghanistan,[15-24],Woman,Married,Survey,2007,2008,National statistics
206,Afghanistan,[25-39],Woman,Married,Survey,2007,2008,National statistics
207,Afghanistan,[40-64],Woman,Married,Survey,2007,2008,National statistics
208,Afghanistan,[65+],Woman,Married,Survey,2007,2008,National statistics
209,Afghanistan,[15-24],Woman,Single,Survey,2007,2008,National statistics
210,Afghanistan,[25-39],Woman,Single,Survey,2007,2008,National statistics
211,Afghanistan,[40-64],Woman,Single,Survey,2007,2008,National statistics
212,Afghanistan,[65+],Woman,Single,Survey,2007,2008,National statistics
213,Afghanistan,[15-24],Woman,Widowed,Survey,2007,2008,National statistics
214,Afghanistan,[25-39],Woman,Widowed,Survey,2007,2008,National statistics
215,Afghanistan,[40-64],Woman,Widowed,Survey,2007,2008,National statistics
216,Afghanistan,[65+],Woman,Widowed,Survey,2007,2008,National statistics
217,Afghanistan,[15-19],Woman,Divorced,Survey,2010,2010,National statistics
218,Afghanistan,[20-24],Woman,Divorced,Survey,2010,2010,National statistics
219,Afghanistan,[25-29],Woman,Divorced,Survey,2010,2010,National statistics
220,Afghanistan,[30-34],Woman,Divorced,Survey,2010,2010,National statistics
221,Afghanistan,[35-39],Woman,Divorced,Survey,2010,2010,National statistics
222,Afghanistan,[40-44],Woman,Divorced,Survey,2010,2010,National statistics
223,Afghanistan,[45-49],Woman,Divorced,Survey,2010,2010,National statistics
224,Afghanistan,[15-19],Woman,Married,Survey,2010,2010,National statistics
225,Afghanistan,[20-24],Woman,Married,Survey,2010,2010,National statistics
226,Afghanistan,[25-29],Woman,Married,Survey,2010,2010,National statistics
227,Afghanistan,[30-34],Woman,Married,Survey,2010,2010,National statistics
228,Afghanistan,[35-39],Woman,Married,Survey,2010,2010,National statistics
229,Afghanistan,[40-44],Woman,Married,Survey,2010,2010,National statistics
230,Afghanistan,[45-49],Woman,Married,Survey,2010,2010,National statistics
231,Afghanistan,[15-19],Woman,Separated,Survey,2010,2010,National statistics
232,Afghanistan,[20-24],Woman,Separated,Survey,2010,2010,National statistics
233,Afghanistan,[25-29],Woman,Separated,Survey,2010,2010,National statistics
234,Afghanistan,[30-34],Woman,Separated,Survey,2010,2010,National statistics
235,Afghanistan,[35-39],Woman,Separated,Survey,2010,2010,National statistics
236,Afghanistan,[40-44],Woman,Separated,Survey,2010,2010,National statistics
237,Afghanistan,[45-49],Woman,Separated,Survey,2010,2010,National statistics
238,Afghanistan,[15-19],Woman,Single,Survey,2010,2010,National statistics
239,Afghanistan,[20-24],Woman,Single,Survey,2010,2010,National statistics
240,Afghanistan,[25-29],Woman,Single,Survey,2010,2010,National statistics
241,Afghanistan,[30-34],Woman,Single,Survey,2010,2010,National statistics
242,Afghanistan,[35-39],Woman,Single,Survey,2010,2010,National statistics
243,Afghanistan,[40-44],Woman,Single,Survey,2010,2010,National statistics
244,Afghanistan,[45-49],Woman,Single,Survey,2010,2010,National statistics
245,Afghanistan,[15-19],Woman,Widowed,Survey,2010,2010,National statistics
246,Afghanistan,[20-24],Woman,Widowed,Survey,2010,2010,National statistics
247,Afghanistan,[25-29],Woman,Widowed,Survey,2010,2010,National statistics
248,Afghanistan,[30-34],Woman,Widowed,Survey,2010,2010,National statistics
249,Afghanistan,[35-39],Woman,Widowed,Survey,2010,2010,National statistics
250,Afghanistan,[40-44],Woman,Widowed,Survey,2010,2010,National statistics
251,Afghanistan,[45-49],Woman,Widowed,Survey,2010,2010,National statistics
252,Afghanistan,[15-19],Woman,Divorced,Survey,2010,2011,MICS
253,Afghanistan,[20-24],Woman,Divorced,Survey,2010,2011,MICS
254,Afghanistan,[25-29],Woman,Divorced,Survey,2010,2011,MICS
255,Afghanistan,[30-34],Woman,Divorced,Survey,2010,2011,MICS
256,Afghanistan,[35-39],Woman,Divorced,Survey,2010,2011,MICS
257,Afghanistan,[40-44],Woman,Divorced,Survey,2010,2011,MICS
258,Afghanistan,[45-49],Woman,Divorced,Survey,2010,2011,MICS
259,Afghanistan,[15-19],Woman,Married,Survey,2010,2011,MICS
260,Afghanistan,[20-24],Woman,Married,Survey,2010,2011,MICS
261,Afghanistan,[25-29],Woman,Married,Survey,2010,2011,MICS
262,Afghanistan,[30-34],Woman,Married,Survey,2010,2011,MICS
263,Afghanistan,[35-39],Woman,Married,Survey,2010,2011,MICS
264,Afghanistan,[40-44],Woman,Married,Survey,2010,2011,MICS
265,Afghanistan,[45-49],Woman,Married,Survey,2010,2011,MICS
266,Afghanistan,[15-19],Woman,Never married,Survey,2010,2011,MICS
267,Afghanistan,[20-24],Woman,Never married,Survey,2010,2011,MICS
268,Afghanistan,[25-29],Woman,Never married,Survey,2010,2011,MICS
269,Afghanistan,[30-34],Woman,Never married,Survey,2010,2011,MICS
270,Afghanistan,[35-39],Woman,Never married,Survey,2010,2011,MICS
271,Afghanistan,[40-44],Woman,Never married,Survey,2010,2011,MICS
272,Afghanistan,[45-49],Woman,Never married,Survey,2010,2011,MICS
273,Afghanistan,[15-19],Woman,Not in union,Survey,2010,2011,MICS
274,Afghanistan,[20-24],Woman,Not in union,Survey,2010,2011,MICS
275,Afghanistan,[25-29],Woman,Not in union,Survey,2010,2011,MICS
276,Afghanistan,[30-34],Woman,Not in union,Survey,2010,2011,MICS
277,Afghanistan,[35-39],Woman,Not in union,Survey,2010,2011,MICS
278,Afghanistan,[40-44],Woman,Not in union,Survey,2010,2011,MICS
279,Afghanistan,[45-49],Woman,Not in union,Survey,2010,2011,MICS
280,Afghanistan,[15-19],Woman,Separated,Survey,2010,2011,MICS
281,Afghanistan,[20-24],Woman,Separated,Survey,2010,2011,MICS
282,Afghanistan,[25-29],Woman,Separated,Survey,2010,2011,MICS
283,Afghanistan,[30-34],Woman,Separated,Survey,2010,2011,MICS
284,Afghanistan,[35-39],Woman,Separated,Survey,2010,2011,MICS
285,Afghanistan,[40-44],Woman,Separated,Survey,2010,2011,MICS
286,Afghanistan,[45-49],Woman,Separated,Survey,2010,2011,MICS
287,Afghanistan,[15-19],Woman,Widowed,Survey,2010,2011,MICS
288,Afghanistan,[20-24],Woman,Widowed,Survey,2010,2011,MICS
289,Afghanistan,[25-29],Woman,Widowed,Survey,2010,2011,MICS
290,Afghanistan,[30-34],Woman,Widowed,Survey,2010,2011,MICS
291,Afghanistan,[35-39],Woman,Widowed,Survey,2010,2011,MICS
292,Afghanistan,[40-44],Woman,Widowed,Survey,2010,2011,MICS
293,Afghanistan,[45-49],Woman,Widowed,Survey,2010,2011,MICS
294,Afghanistan,[40-64],Man,Divorced or Separated,Survey,2013,2014,National statistics
295,Afghanistan,[65+],Man,Divorced or Separated,Survey,2013,2014,National statistics
296,Afghanistan,[15-24],Man,Married,Survey,2013,2014,National statistics
297,Afghanistan,[25-39],Man,Married,Survey,2013,2014,National statistics
298,Afghanistan,[40-64],Man,Married,Survey,2013,2014,National statistics
299,Afghanistan,[65+],Man,Married,Survey,2013,2014,National statistics
300,Afghanistan,[0-14],Man,Single,Survey,2013,2014,National statistics
301,Afghanistan,[15-24],Man,Single,Survey,2013,2014,National statistics
302,Afghanistan,[25-39],Man,Single,Survey,2013,2014,National statistics
303,Afghanistan,[40-64],Man,Single,Survey,2013,2014,National statistics
304,Afghanistan,[65+],Man,Single,Survey,2013,2014,National statistics
305,Afghanistan,[15-24],Man,Widowed,Survey,2013,2014,National statistics
306,Afghanistan,[25-39],Man,Widowed,Survey,2013,2014,National statistics
307,Afghanistan,[40-64],Man,Widowed,Survey,2013,2014,National statistics
308,Afghanistan,[65+],Man,Widowed,Survey,2013,2014,National statistics
309,Afghanistan,[15-24],Woman,Divorced or Separated,Survey,2013,2014,National statistics
310,Afghanistan,[25-39],Woman,Divorced or Separated,Survey,2013,2014,National statistics
311,Afghanistan,[40-64],Woman,Divorced or Separated,Survey,2013,2014,National statistics
312,Afghanistan,[65+],Woman,Divorced or Separated,Survey,2013,2014,National statistics
313,Afghanistan,[15-24],Woman,Married,Survey,2013,2014,National statistics
314,Afghanistan,[25-39],Woman,Married,Survey,2013,2014,National statistics
315,Afghanistan,[40-64],Woman,Married,Survey,2013,2014,National statistics
316,Afghanistan,[65+],Woman,Married,Survey,2013,2014,National statistics
317,Afghanistan,[0-14],Woman,Single,Survey,2013,2014,National statistics
318,Afghanistan,[15-24],Woman,Single,Survey,2013,2014,National statistics
319,Afghanistan,[25-39],Woman,Single,Survey,2013,2014,National statistics
320,Afghanistan,[40-64],Woman,Single,Survey,2013,2014,National statistics
321,Afghanistan,[65+],Woman,Single,Survey,2013,2014,National statistics
322,Afghanistan,[15-24],Woman,Widowed,Survey,2013,2014,National statistics
323,Afghanistan,[25-39],Woman,Widowed,Survey,2013,2014,National statistics
324,Afghanistan,[40-64],Woman,Widowed,Survey,2013,2014,National statistics
325,Afghanistan,[65+],Woman,Widowed,Survey,2013,2014,National statistics
326,Afghanistan,[15-19],Man,Divorced,Survey,2015,2016,DHS_HH
327,Afghanistan,[20-24],Man,Divorced,Survey,2015,2016,DHS_HH
328,Afghanistan,[25-29],Man,Divorced,Survey,2015,2016,DHS_HH
329,Afghanistan,[30-34],Man,Divorced,Survey,2015,2016,DHS_HH
330,Afghanistan,[35-39],Man,Divorced,Survey,2015,2016,DHS_HH
331,Afghanistan,[40-44],Man,Divorced,Survey,2015,2016,DHS_HH
332,Afghanistan,[45-49],Man,Divorced,Survey,2015,2016,DHS_HH
333,Afghanistan,[50-54],Man,Divorced,Survey,2015,2016,DHS_HH
334,Afghanistan,[55-59],Man,Divorced,Survey,2015,2016,DHS_HH
335,Afghanistan,[60-64],Man,Divorced,Survey,2015,2016,DHS_HH
336,Afghanistan,[65-69],Man,Divorced,Survey,2015,2016,DHS_HH
337,Afghanistan,[70-74],Man,Divorced,Survey,2015,2016,DHS_HH
338,Afghanistan,[75+],Man,Divorced,Survey,2015,2016,DHS_HH
339,Afghanistan,[15-19],Man,Married,Survey,2015,2016,DHS_HH
340,Afghanistan,[20-24],Man,Married,Survey,2015,2016,DHS_HH
341,Afghanistan,[25-29],Man,Married,Survey,2015,2016,DHS_HH
342,Afghanistan,[30-34],Man,Married,Survey,2015,2016,DHS_HH
343,Afghanistan,[35-39],Man,Married,Survey,2015,2016,DHS_HH
344,Afghanistan,[40-44],Man,Married,Survey,2015,2016,DHS_HH
345,Afghanistan,[45-49],Man,Married,Survey,2015,2016,DHS_HH
346,Afghanistan,[50-54],Man,Married,Survey,2015,2016,DHS_HH
347,Afghanistan,[55-59],Man,Married,Survey,2015,2016,DHS_HH
348,Afghanistan,[60-64],Man,Married,Survey,2015,2016,DHS_HH
349,Afghanistan,[65-69],Man,Married,Survey,2015,2016,DHS_HH
350,Afghanistan,[70-74],Man,Married,Survey,2015,2016,DHS_HH
351,Afghanistan,[75+],Man,Married,Survey,2015,2016,DHS_HH
352,Afghanistan,[15-19],Man,Never married,Survey,2015,2016,DHS_HH
353,Afghanistan,[20-24],Man,Never married,Survey,2015,2016,DHS_HH
354,Afghanistan,[25-29],Man,Never married,Survey,2015,2016,DHS_HH
355,Afghanistan,[30-34],Man,Never married,Survey,2015,2016,DHS_HH
356,Afghanistan,[35-39],Man,Never married,Survey,2015,2016,DHS_HH
357,Afghanistan,[40-44],Man,Never married,Survey,2015,2016,DHS_HH
358,Afghanistan,[45-49],Man,Never married,Survey,2015,2016,DHS_HH
359,Afghanistan,[50-54],Man,Never married,Survey,2015,2016,DHS_HH
360,Afghanistan,[55-59],Man,Never married,Survey,2015,2016,DHS_HH
361,Afghanistan,[60-64],Man,Never married,Survey,2015,2016,DHS_HH
362,Afghanistan,[65-69],Man,Never married,Survey,2015,2016,DHS_HH
363,Afghanistan,[70-74],Man,Never married,Survey,2015,2016,DHS_HH
364,Afghanistan,[75+],Man,Never married,Survey,2015,2016,DHS_HH
365,Afghanistan,[15-19],Man,Widowed,Survey,2015,2016,DHS_HH
366,Afghanistan,[20-24],Man,Widowed,Survey,2015,2016,DHS_HH
367,Afghanistan,[25-29],Man,Widowed,Survey,2015,2016,DHS_HH
368,Afghanistan,[30-34],Man,Widowed,Survey,2015,2016,DHS_HH
369,Afghanistan,[35-39],Man,Widowed,Survey,2015,2016,DHS_HH
370,Afghanistan,[40-44],Man,Widowed,Survey,2015,2016,DHS_HH
371,Afghanistan,[45-49],Man,Widowed,Survey,2015,2016,DHS_HH
372,Afghanistan,[50-54],Man,Widowed,Survey,2015,2016,DHS_HH
373,Afghanistan,[55-59],Man,Widowed,Survey,2015,2016,DHS_HH
374,Afghanistan,[60-64],Man,Widowed,Survey,2015,2016,DHS_HH
375,Afghanistan,[65-69],Man,Widowed,Survey,2015,2016,DHS_HH
376,Afghanistan,[70-74],Man,Widowed,Survey,2015,2016,DHS_HH
377,Afghanistan,[75+],Man,Widowed,Survey,2015,2016,DHS_HH
378,Afghanistan,[15-19],Woman,Divorced,Survey,2015,2016,DHS_HH
379,Afghanistan,[20-24],Woman,Divorced,Survey,2015,2016,DHS_HH
380,Afghanistan,[25-29],Woman,Divorced,Survey,2015,2016,DHS_HH
381,Afghanistan,[30-34],Woman,Divorced,Survey,2015,2016,DHS_HH
382,Afghanistan,[35-39],Woman,Divorced,Survey,2015,2016,DHS_HH
383,Afghanistan,[40-44],Woman,Divorced,Survey,2015,2016,DHS_HH
384,Afghanistan,[45-49],Woman,Divorced,Survey,2015,2016,DHS_HH
385,Afghanistan,[50-54],Woman,Divorced,Survey,2015,2016,DHS_HH
386,Afghanistan,[55-59],Woman,Divorced,Survey,2015,2016,DHS_HH
387,Afghanistan,[60-64],Woman,Divorced,Survey,2015,2016,DHS_HH
388,Afghanistan,[65-69],Woman,Divorced,Survey,2015,2016,DHS_HH
389,Afghanistan,[70-74],Woman,Divorced,Survey,2015,2016,DHS_HH
390,Afghanistan,[75+],Woman,Divorced,Survey,2015,2016,DHS_HH
391,Afghanistan,[15-19],Woman,Married,Survey,2015,2016,DHS_HH
392,Afghanistan,[20-24],Woman,Married,Survey,2015,2016,DHS_HH
393,Afghanistan,[25-29],Woman,Married,Survey,2015,2016,DHS_HH
394,Afghanistan,[30-34],Woman,Married,Survey,2015,2016,DHS_HH
395,Afghanistan,[35-39],Woman,Married,Survey,2015,2016,DHS_HH
396,Afghanistan,[40-44],Woman,Married,Survey,2015,2016,DHS_HH
397,Afghanistan,[45-49],Woman,Married,Survey,2015,2016,DHS_HH
398,Afghanistan,[50-54],Woman,Married,Survey,2015,2016,DHS_HH
399,Afghanistan,[55-59],Woman,Married,Survey,2015,2016,DHS_HH
400,Afghanistan,[60-64],Woman,Married,Survey,2015,2016,DHS_HH
401,Afghanistan,[65-69],Woman,Married,Survey,2015,2016,DHS_HH
402,Afghanistan,[70-74],Woman,Married,Survey,2015,2016,DHS_HH
403,Afghanistan,[75+],Woman,Married,Survey,2015,2016,DHS_HH
404,Afghanistan,[15-19],Woman,Never married,Survey,2015,2016,DHS_HH
405,Afghanistan,[20-24],Woman,Never married,Survey,2015,2016,DHS_HH
406,Afghanistan,[25-29],Woman,Never married,Survey,2015,2016,DHS_HH
407,Afghanistan,[30-34],Woman,Never married,Survey,2015,2016,DHS_HH
408,Afghanistan,[35-39],Woman,Never married,Survey,2015,2016,DHS_HH
409,Afghanistan,[40-44],Woman,Never married,Survey,2015,2016,DHS_HH
410,Afghanistan,[45-49],Woman,Never married,Survey,2015,2016,DHS_HH
411,Afghanistan,[50-54],Woman,Never married,Survey,2015,2016,DHS_HH
412,Afghanistan,[55-59],Woman,Never married,Survey,2015,2016,DHS_HH
413,Afghanistan,[60-64],Woman,Never married,Survey,2015,2016,DHS_HH
