p,d,q,MAPE
3,15,2,434863423.6140549
3,15,3,167920004.9159688
3,15,4,39722971.80261621
3,15,6,13772141.181503566
3,15,7,1904239.4880090659
3,15,8,28880016.405271593
3,15,9,15725137.050107552
3,15,10,2465211.1677860403
3,15,11,3668859.2637226763
3,15,12,16173732.93329571
3,15,13,1195352.8774825644
3,15,14,2646498.19273704
3,15,15,2080573.3391645676
3,15,16,1072418.2694257847
3,15,17,3.926310162336868e+18
3,15,18,36230504.9791902
3,15,19,15988750.502175858
3,16,1,2378622887.202877
3,16,2,1248295097.2197897
3,16,3,609088395.4924378
3,16,4,239398027.20382005
3,16,5,83378131.8115247
3,16,6,3492131.8649293906
3,16,7,47128828.27385042
3,16,8,83025738.75235565
3,16,9,56194569.910469666
3,16,10,35657292.375388294
3,16,11,90945638.56945312
3,16,12,51867814.84295069
3,16,13,2693015.250650591
3,16,14,15530878.327791966
3,16,15,7195100.964675857
3,16,16,3622515.073866379
3,16,17,99142190.43103044
3,16,18,20788241.584683906
3,16,19,59572607.64858609
3,17,1,1718192295.9790993
3,17,2,2472739078.0759516
3,17,3,1592957794.627582
3,17,4,842908638.1800169
3,17,5,429828348.5748061
3,17,6,150479802.8176947
3,17,7,411949827.91982836
3,17,8,107059960.80621696
3,17,9,142822385.8829424
3,17,10,161829110.3951848
3,17,11,266225854.12128684
3,17,12,179122300.71179673
3,17,13,106830879.01641664
3,17,14,44951793.734583326
3,17,15,46624236.017377555
3,17,16,1.757096549392816e+20
3,17,17,791882712.3843588
3,17,18,723264319.928025
3,17,19,671686222.472591
3,18,1,10358596627.847094
3,18,2,1748209472.165539
3,18,3,2926799955.1928015
3,18,4,2163576006.53909
3,18,5,1376222170.8310194
3,18,6,678035937.728082
3,18,7,242893192.07350916
3,18,8,709475688.3256748
3,18,9,161272622.9287085
3,18,10,990113895.5375476
3,18,11,675381489.2273318
3,18,12,414574366.96728194
3,18,13,122033442.92429069
3,18,14,120673470.6139113
3,18,15,90903334.0360385
3,18,16,1.9911797285754293e+20
3,18,17,3304122576.6094446
3,18,18,1828499447.5537603
3,18,19,3713289396.9167776
3,19,1,58237357499.89289
3,19,2,10730470291.078968
3,19,3,1673854735.7546725
3,19,4,3777685735.293477
3,19,5,3199651595.4738503
3,19,6,1980711230.7080333
3,19,7,1233290421.9279668
3,19,8,1693445851.6338055
3,19,9,546467474.2272592
3,19,10,675612565.8316691
3,19,11,24879557.242393646
3,19,12,89299067.74592283
3,19,13,815439956.7429786
3,19,14,258756976.30191347
3,19,15,136278644.87584633
3,19,16,1.4619937088090347e+23
3,19,17,17065865029.19248
3,19,18,5400508137.067014
3,19,19,16833526105.833399
4,1,1,17.879875128323363
4,1,2,13.447012964362212
4,1,3,16.371903439586703
4,1,4,12.431378674547195
4,1,5,18.545644043290267
4,1,6,16.029360234001665
4,1,7,13.718643342644851
4,1,8,15.147858796711006
4,1,9,16.307358158478085
4,1,10,13.554579455835327
4,1,11,14.898627060243033
4,1,12,14.630760590131645
4,1,13,13.943051759338957
4,1,14,15.773184952429018
4,1,15,12.832042515258138
4,1,16,12.271534626416624
4,1,17,13.375844146534547
4,1,18,13.96791719234006
4,1,19,14.120807452790467
4,2,1,9.51552765860989
4,2,2,10.48912030088233
4,2,3,7.882235854109597
4,2,4,9.85577545137538
4,2,5,12.89385694878141
4,2,6,10.39219320072061
4,2,7,10.811472271536902
4,2,8,9.528577865571409
4,2,9,10.163666708386925
4,2,10,8.946390991980126
4,2,11,9.486508075935333
4,2,12,9.58170518216085
4,2,13,9.938583816413955
4,2,14,9.953862496205266
4,2,15,9.440323634777222
4,2,16,7.09355228607587
4,2,17,5.847414559915079
4,2,18,8.898164318534874
4,2,19,11.008058864793975
4,3,1,26.05698063716536
4,3,2,30.392908794754174
4,3,3,64.56428087109119
4,3,4,7.47069325538708
4,3,5,38.051500461880224
4,3,6,41.48683844710877
4,3,7,68.82401149049997
4,3,8,48.13065941308681
4,3,9,42.36644546377133
4,3,10,52.56856160996634
4,3,11,54.14573412562335
4,3,12,57.322616635057436
4,3,13,57.700501359339164
4,3,14,59.65679939390992
4,3,15,60.793844741515294
4,3,16,60.88202731259936
4,3,17,71.67566244033759
4,3,18,58.3995202977002
4,3,19,27.360311923547105
4,4,1,243.79339079276417
4,4,2,278.03561749041506
4,4,3,471.8376885014128
4,4,4,100.67065334823957
4,4,5,38.893953660201895
4,4,6,178.98186093356853
4,4,7,88.63669117565217
4,4,8,132.4503373270097
4,4,9,100.73099200260167
4,4,10,106.60077462634857
4,4,11,102.06116597513586
4,4,12,96.30540266280289
4,4,13,93.11539295406386
4,4,14,105.79925190880637
4,4,15,117.11254738145058
4,4,16,108.71616111208648
4,4,17,123.81523954214089
4,4,18,128.72519779710885
4,4,19,52.07394532272116
4,5,1,1238.9596756584024
4,5,2,346.3103432899262
4,5,3,1620.1778111820777
4,5,4,622.4330923416996
4,5,5,124.37325570988655
4,5,6,95.74182483034743
4,5,7,334.0965587754811
4,5,8,236.4686684142596
4,5,9,133.08479972086428
4,5,10,225.70096452630773
4,5,11,322.7309254462172
4,5,12,144.98521859703473
4,5,13,359.33951932090866
4,5,14,346.6147183965735
4,5,15,386.7030803909615
4,5,16,359.7830955246875
4,5,17,742.787649177249
4,5,18,499.18890983072765
4,5,19,13094837.387408054
4,6,1,2305.628770096586
4,6,2,1527.955222255901
4,6,3,399.4406561200973
4,6,4,1906.947610516219
4,6,5,1581.3713790987615
4,6,6,564.0684524064061
4,6,7,471.9567018808296
4,6,8,1009.8836291722023
4,6,9,1012.8078955489132
4,6,10,1244.1957083832863
4,6,11,2153.9780065946475
4,6,12,2313.8520657435874
4,6,13,1247.0244099622505
4,6,14,1309.2059376784541
4,6,15,1471.5411345476155
4,6,16,2121.920173742649
4,6,17,1848.1544839701196
4,6,18,279.02388226410585
4,6,19,613808920.6164901
4,7,1,5517.61623489002
4,7,2,2785.6781085268026
4,7,3,1879.1127473052934
4,7,4,2653.524548847832
4,7,5,2917.00972993829
4,7,6,2145.912804545832
4,7,7,3166.977907116511
4,7,8,2556.848042100034
4,7,9,3207.123274504567
4,7,10,4204.819800982313
4,7,11,3596.1701195784626
4,7,12,4226.675590621674
4,7,13,5116.391854175174
4,7,14,5989.602061433901
4,7,15,5114.113821259211
4,7,16,4924.259829876988
4,7,17,3052.61229046273
4,7,18,343.47898331248234
4,7,19,21002905697.612278
4,8,1,160059647664944.16
4,8,2,8186.0276226096
4,8,3,3013.1801015652036
4,8,4,4019.702094154666
4,8,5,4543.864851204052
4,8,6,4339.362946075613
4,8,7,3188.0357117399767
4,8,8,6519.987970567882
4,8,9,6839.113450510134
4,8,10,9752.602222329386
4,8,11,9723.082228032694
4,8,12,2314.028106774906
4,8,13,5845.579344117744
4,8,14,2219.5297067104525
4,8,15,3112.722445677871
4,8,16,6409.659021581221
4,8,17,3099.985211999724
4,8,18,534325337026.1525
4,8,19,62033.73594907498
4,9,1,228218.66836443078
4,9,2,60757.708177900735
4,9,3,20624.733996288516
4,9,4,5280.434907147
4,9,5,1407.765194689526
4,9,6,16117.81994704803
4,9,7,28510.570609081835
4,9,8,41860.002839817906
4,9,9,33252.61400122742
4,9,10,34236.19951535588
4,9,11,39616.47609412505
4,9,12,42718.7970266604
4,9,13,53607.82598663674
4,9,14,84318.90410914403
4,9,15,69569.80583942273
4,9,16,19680.04411540867
4,9,17,5766.853556090806
4,9,18,10753549870018.963
4,9,19,222647.24598458706
4,10,1,1004175.1974040723
4,10,2,258783.10997116237
4,10,3,134174.5838207872
4,10,4,127116.97086897821
4,10,5,181129.48625632035
4,10,6,189612.27138237597
4,10,7,207748.18859437582
4,10,8,245086.1897769427
4,10,9,182503.42300718973
4,10,10,247725.5791548803
4,10,11,269281.3722501821
4,10,12,258858.14148703974
4,10,13,284161.2048607456
4,10,14,296485.2861790354
4,10,15,185943.67334187785
4,10,16,210211.78137424972
4,10,17,95642.10090306318
4,10,18,176979230893624.16
4,10,19,426637.84576681757
4,11,1,3610380.2829508516
4,11,2,1076475.9492394952
4,11,3,489881.1276637784
4,11,4,364582.9512801839
4,11,5,405294.9363499824
4,11,6,490887.1859300445
4,11,7,451039.606063515
4,11,8,387194.48178170767
4,11,9,498087.1066184155
4,11,10,577502.7125830121
4,11,11,587518.1708848946
4,11,12,454403.4192822785
4,11,13,697325.1467940516
4,11,14,629294.7638545603
4,11,15,474840.18659536366
4,11,16,580236.9013802458
4,11,17,85308.72804516213
4,11,19,694935.4343230567
4,12,1,7880100.235714759
4,12,2,3757226.6907613208
4,12,3,1876209.0304068755
4,12,4,825636.0137427533
4,12,5,565483.7657148894
4,12,6,727918.949917418
4,12,7,800843.1583893073
4,12,8,107910398325408.23
4,12,9,1038663.4366564569
4,12,10,1390479.1479969479
4,12,11,1365581.732575623
4,12,12,1103452.9385508779
4,12,13,990063.0576980407
4,12,14,1571385.798446714
4,12,15,1398557.1037275563
4,12,16,847375.6612680762
4,12,17,2.4349332601191396e+16
4,12,18,272057.497945391
4,12,19,613684.651563919
4,13,1,6688148.586322551
4,13,2,8179301.41356843
4,13,3,6230259.814567422
4,13,4,2924308.7822266496
4,13,5,3051705.518006878
4,13,6,1582121.7115451999
4,13,7,2595282.697005356
4,13,8,1720116.4828432545
4,13,9,343423.42363121954
4,13,10,1671850.882251011
4,13,11,2105923.320939281
4,13,12,729219.5659905609
4,13,13,486443.549711373
4,13,14,1901728.476054045
4,13,15,1183502.5687490175
4,13,16,2245819.8348513367
4,13,17,1.7699627289147936e+17
4,13,18,1218722.1634984736
4,13,19,461370.0426706085
4,14,1,147647829.7230671
4,14,2,6714332.280728102
4,14,3,11817797.527796244
4,14,4,9439301.581506813
4,14,5,7396139.9209056
4,14,7,6679790.510138926
4,14,8,2056550.9689342496
4,14,9,6502224.089706212
4,14,10,782787.3913797778
4,14,11,1655855.1020267573
4,14,12,3841084.7010119264
4,14,13,1281323.347972619
4,14,14,902293.7099179188
4,14,15,3134752.9876648523
4,14,16,4335650.136560964
4,14,17,8.961675913992416e+18
4,14,18,7100223.905021111
4,14,19,20608874.589151356
4,15,1,704112914.7362416
4,15,2,151094444.63532808
4,15,3,17880973.22728782
4,15,4,15956326.75465051
4,15,5,28415066.327448368
4,15,6,14901522.459609577
4,15,7,7760210.863983689
4,15,8,15193497.624074705
4,15,9,1025190.9735891209
4,15,10,12053914.587525673
4,15,11,6316317.047866122
4,15,12,541632.6517071897
4,15,13,1946745.446607648
4,15,14,10169603.203613134
4,15,15,11046717.518264432
4,15,16,2282579.2464599856
4,15,17,3.608367705916537e+18
4,15,18,98604206.36665729
4,15,19,82584528.26771693
4,16,1,2163852485.5580244
4,16,2,721497857.1616337
4,16,3,239543078.1582479
4,16,4,33856820.95275818
4,16,5,43541645.008798055
4,16,6,45971802.51182332
4,16,7,25261216.059524838
4,16,8,94404624.41417105
4,16,9,38333142.19087546
4,16,10,6418912.706730178
4,16,11,8770695.70858541
4,16,12,2524549.242832366
4,16,13,16627414.603740102
4,16,14,34624297.847248025
4,16,15,5296299.318476688
4,16,16,1.2660942296024669e+20
4,16,17,59775191.893120766
4,16,18,85019437.9896415
4,16,19,187815387.41141742
4,17,1,4774302286.732036
4,17,2,2209213432.0673876
4,17,3,1014828461.7521001
4,17,4,364067599.430106
4,17,5,60927607.89271287
4,17,6,179014000.18686348
4,17,7,64645474.90110029
4,17,8,290017387.04869175
4,17,9,175840830.74074584
4,17,10,89882816.38610618
4,17,11,8247107.89638796
4,17,12,21744024.893978655
4,17,13,168258571.53187722
4,17,14,90839616.00662352
4,17,15,33251105.65021275
4,17,17,5323982.750832429
4,17,18,943991211.696133
4,17,19,1147170519.8051295
4,18,1,5975920929.569713
4,18,2,4853429524.709655
4,18,3,2885823405.3633003
4,18,4,1470371233.9616158
4,18,5,100.0
4,18,6,1409072823.9916122
4,18,8,1034525757.0634354
4,18,9,561727034.6796579
4,18,10,417778697.22877085
4,18,11,171624242.96397504
4,18,12,43630950.20516787
4,18,13,412383437.909496
4,18,14,284095364.70978534
4,18,16,7.844492075317816e+21
4,18,17,4853372196.653966
4,18,18,7309122063.18012
4,18,19,7053229616.414769
4,19,1,7357846736.09336
4,19,2,6040741116.615083
4,19,3,5996447679.426802
4,19,4,4022351448.9391894
4,19,5,1.9582601928917922e+27
4,19,6,3377031551.184846
4,19,7,100.0
4,19,8,1890107469.437639
4,19,9,1816712775.3759515
4,19,10,1257049373.8608007
4,19,11,174568445.7157257
4,19,12,22200933.704165835
4,19,13,101361176.10315956
4,19,14,1730575614.9388242
4,19,16,4.2455175612786e+23
4,19,17,20625844419.731895
4,19,18,18205454766.43532
4,19,19,20092330479.458344
5,1,1,16.754603001161417
5,1,2,13.502361509685255
5,1,3,15.17682568483175
5,1,4,14.995676462710739
5,1,5,16.15267301812867
5,1,6,11.370286432991302
5,1,7,12.230948005630578
5,1,8,12.276039930673655
5,1,9,11.696315727350038
5,1,10,10.817629668178224
5,1,11,11.521790283714058
5,1,12,9.68421979192073
5,1,13,11.488459818611306
5,1,14,8.158981051860948
5,1,15,13.441176522667094
5,1,16,14.483052465023697
5,1,17,14.252176909593794
5,1,18,13.542761407959278
5,1,19,17.376168983410526
5,2,1,11.026228793262264
5,2,2,11.263142221131831
5,2,3,10.609618611213754
5,2,4,9.894218721428343
5,2,5,9.385896817766403
5,2,6,9.417377867657532
5,2,7,11.13229736042922
5,2,8,11.350251432556746
5,2,9,11.181026268278348
5,2,10,9.610246641843862
5,2,11,13.041287427499107
5,2,12,9.113871447426265
5,2,13,11.711315878945012
5,2,14,9.890691604268726
5,2,15,9.98804498768969
5,2,16,9.340274927432645
5,2,17,8.832443665752084
5,2,18,20.00619191814577
5,2,19,18.69764190604924
5,3,1,25.516474481081186
5,3,2,22.647512932614955
5,3,3,75.25633173712262
5,3,4,28.56477546595013
5,3,5,59.22350508776687
5,3,6,30.758766578621007
5,3,7,71.13975108991424
5,3,8,48.24817414209062
5,3,9,53.17339395740305
5,3,10,41.256806850414456
5,3,11,49.565413426160745
5,3,12,51.32026234511099
5,3,13,59.61819776071877
5,3,14,53.96080014350764
5,3,15,53.021746438652215
5,3,16,44.82317532461398
5,3,17,59.495425217893164
5,3,18,66.43482569429663
5,3,19,5734.064740437239
5,4,1,173.51460620908333
5,4,2,216.39735589263282
5,4,3,154.52654608932062
5,4,4,131.68765878835165
5,4,5,95.6379225968227
5,4,6,189.19902574119035
5,4,7,113.6200812065233
5,4,8,78.82153300161954
5,4,9,127.33352930304123
5,4,10,111.9932147566074
5,4,11,108.97268926860748
5,4,12,94.77149381988316
5,4,13,98.27603360763078
5,4,14,85.77110408695123
5,4,15,105.44290542915533
5,4,16,104.31034789785943
5,4,17,79.58316486980571
5,4,18,115.68323205991786
5,4,19,110.12998073079159
5,5,1,1132.1911803736953
5,5,2,1145.505346770945
5,5,3,1515.1841108894955
5,5,4,613.3499617038708
5,5,5,182.60393685140076
5,5,6,128.29759664220904
5,5,7,240.9746769945782
5,5,8,287.44350558087916
5,5,9,201.61384014909748
5,5,10,175.07889624675892
5,5,11,196.57802379837705
5,5,12,170.02107911980983
5,5,13,291.7259496229113
5,5,14,266.7052742067864
5,5,15,233.9876766100088
5,5,16,251.10407122866664
5,5,17,425.5974566438806
5,5,18,462.46535294754335
5,5,19,13094837.387431193
5,6,1,2238.6936312190774
5,6,2,1942.633514443688
5,6,3,1276.8342745303898
5,6,4,1767.8246532485527
5,6,5,1008.3923649170615
5,6,6,437.9322217417955
5,6,7,1219.7056088942395
5,6,8,754.3772746066492
5,6,9,734.1977990286224
5,6,10,1142.7579914808987
5,6,11,1345.6404011350996
5,6,12,856.722274350583
5,6,13,797.6006204633944
5,6,14,889.9363558401108
5,6,15,1626.0810203913752
5,6,16,1820.5214323335085
5,6,17,1618.9237359762528
5,6,18,239.71040664314742
5,6,19,613808920.5767248
5,7,1,4432.385264789204
5,7,2,2760.9307020088722
5,7,3,1762.5255335579368
5,7,4,2339.768505838077
5,7,5,2935.4032526489345
5,7,6,2131.076491280138
5,7,7,1374.4040036553947
5,7,8,2213.5384238530337
5,7,9,2330.2929766232396
5,7,10,6061.747951533444
5,7,11,3585.672886739734
5,7,12,2199.7879218944954
5,7,13,3969.438221026976
5,7,14,2782.191598764781
5,7,15,2433.274310514157
5,7,16,1555.1607130385742
5,7,17,2071.5167386130497
5,7,19,21002905677.11576
5,8,1,35879.421080567474
5,8,2,7312.3204282969045
5,8,3,3481.3095077664675
5,8,4,3215.5201501242714
5,8,5,3778.9188719391104
5,8,6,4050.7349959532858
5,8,7,3816.9935732683107
5,8,8,7149.491120218287
5,8,9,3196.1799341445426
5,8,10,3968.6384802565753
5,8,11,3610.4427359702195
5,8,12,3696.1599573931226
5,8,13,4777.650765079465
5,8,14,7250.883763776629
5,8,15,6705.261173909308
5,8,16,5599.872220728198
5,8,17,192.82690777646266
5,8,18,534325337026.1525
5,8,19,67988.20653201206
5,9,1,95835.46392271668
5,9,2,50804.92342929466
5,9,3,6429.958744256557
5,9,4,3744.4593161858784
5,9,5,3481.302242569897
5,9,6,702.23496839963
5,9,7,6377.664773169625
5,9,8,8033.559316423354
5,9,9,8966.120678764826
5,9,10,10251.622130446885
5,9,11,8118.195137632428
5,9,12,6450.958501023152
5,9,13,14419.365918292593
5,9,14,3548.944223867668
5,9,15,7799.064161036466
5,9,16,9816.468359963219
5,9,17,4651.255832676359
5,9,18,10753547322608.623
5,9,19,224607.5198562788
5,10,1,207574.0469014776
5,10,2,118634.94289476721
5,10,3,51985.90271238083
5,10,4,100.0
5,10,5,13880.226878468047
5,10,6,9121.908479939355
5,10,7,22833.736945269062
5,10,8,62736.995807567335
5,10,9,54275.491052274665
5,10,10,38477.05167315779
5,10,11,55116.359960545786
5,10,12,62771.561685622
5,10,13,72025.6504624036
5,10,14,107719.09430401708
5,10,15,1763.1168199631513
5,10,16,21644.805650083457
5,10,17,10541.91201411507
5,10,18,176978708038726.88
5,10,19,438686.108672079
5,11,1,185899145194274.06
5,11,2,232726.1111966719
5,11,3,2.3945002842645548e+16
5,11,4,91009.35986562903
5,11,5,251407.5357531387
5,11,6,260363.7721844421
5,11,7,253645.76926859794
5,11,8,252679.23579487856
5,11,9,248495.89730622884
5,11,10,247453.97290550437
5,11,11,298006.94219470496
5,11,12,269642.9777211235
5,11,13,302694.61292218405
5,11,14,475840.6485461043
5,11,15,186512.3606869624
5,11,16,6828.530702402925
5,11,17,2365258707641091.0
5,11,18,42379901421813.47
5,11,19,701376.2637538596
5,12,1,3559448.7146309773
5,12,2,920959.6493717047
5,12,3,1596642402091547.8
5,12,4,198861.39835217764
5,12,5,548252.2485965823
5,12,6,580654.2801595065
5,12,7,607854.7485028269
5,12,8,481503.4004889586
5,12,9,495149.7147629413
5,12,10,575457.9230451694
5,12,11,719124.4412181354
5,12,12,799161.8912886834
5,12,13,892375.6751170588
5,12,14,1182454.1485656728
5,12,15,935452.0628973758
5,12,16,299540.5631794578
5,12,17,2.4336408090690628e+16
5,12,18,1041471.5801744283
5,12,19,710728.4681332967
5,13,1,9109872.49237619
5,13,2,4460018.990251622
5,13,3,1002919.7304699767
5,13,4,306630.30885765166
5,13,5,422822.95336459094
5,13,6,726908.7352859777
5,13,7,927539.9804114997
5,13,8,823500.6062727278
5,13,9,600412.2246094932
5,13,10,1074841.398173112
5,13,11,1104262.5693740193
5,13,12,1651804.9363667113
5,13,13,4.376425175639871e+17
5,13,14,809226.470266703
5,13,15,2312380.567577692
5,13,16,829323.8868416591
5,13,17,1.7848005282016573e+17
5,13,18,1661936.0178041402
5,13,19,2832059.6684277295
5,14,1,5170810.569941966
5,14,2,11393563.424654275
5,14,3,5198007.940974308
5,14,4,1299391.501936089
5,14,5,116222.19411447193
5,14,6,285942.27790529985
5,14,7,179455.55399508413
5,14,8,1619186.4308274712
5,14,9,729075.4585106927
5,14,10,1154636.9283244568
5,14,11,2291573.4357489664
5,14,12,1605313.2524813588
5,14,13,3584574.9328190614
5,14,14,1396547.1390722273
5,14,15,7047101195975670.0
5,14,17,4.939840455681212e+18
5,14,18,2746333.1257419535
5,14,19,3094431.1044807537
5,15,1,8.891895818782897e+17
5,15,2,2376474.3022652417
5,15,3,13544681.865391139
5,15,4,7203498.943091063
5,15,5,2758871.0926231937
5,15,6,547433.9507837717
5,15,8,13400214.238843538
5,15,9,780313.1363877711
5,15,10,1624428.7540652645
5,15,11,3795187.4029774684
5,15,12,3098419.2358441246
5,15,13,1837707.1773419403
5,15,14,2443469.6681405813
5,15,16,3.0008292936405733e+19
5,15,17,2.494611929387151e+19
5,15,19,65663528.11187515
5,16,1,722666074.8396791
5,16,2,150294222.30963576
5,16,3,8965617.554626338
5,16,4,18306053.071696833
5,16,5,17859498.743862055
5,16,6,6118226.882526073
5,16,7,2229514.557585205
5,16,8,12023601.145088458
5,16,9,23450075.046841785
5,16,10,101011.19069106565
5,16,11,5668377.694678002
5,16,13,9462717.026842166
5,16,14,3874755.4919883967
5,16,16,3.072345882758012e+19
5,16,17,33494006.262280267
5,16,18,160622979.4712855
5,16,19,29955955.17445791
5,17,1,2.5092778903385946e+22
5,17,2,772292978.1011939
5,17,3,176794076.52975184
5,17,4,14054607.779027965
5,17,5,31359109.049782056
5,17,6,32483656.728752743
5,17,7,19774737.829849683
5,17,8,5.43294630667331e+19
5,17,9,275326126.3418476
5,17,10,171987461.38278648
5,17,11,26235482.858121376
5,17,12,108421106.90689215
5,17,13,15039608.169081539
5,17,14,12979708.67149797
5,17,15,18360758.975500766
5,17,16,1.5082940611996817e+21
5,17,17,117236609.14882961
5,17,18,306431154.60149294
5,17,19,927020928.5080185
5,18,1,6476748389.081688
5,18,2,2792670725.2377315
5,18,3,961992028.3585364
5,18,4,315278203.7622257
5,18,5,68766688.93492872
5,18,6,40600257.26611405
5,18,7,99864407.55782874
5,18,8,827773126.5562636
5,18,9,835489582.7296586
5,18,10,568401304.4409019
5,18,11,46150382.73300053
5,18,12,221397787.49295977
5,18,13,147231646.45873916
5,18,14,200140317.40465766
5,18,16,1.602018885031908e+20
5,18,17,7333173487.425492
5,18,18,5543043143.26084
5,18,19,7698764784.432672
5,19,1,8.736015056758271e+23
5,19,2,6253105450.917372
5,19,3,3302856830.8081093
5,19,4,1616426563.6523461
5,19,5,627260663.4272002
5,19,6,3.602456817118776e+23
5,19,7,4111650176.1825943
5,19,8,1989174185.394113
5,19,9,2945984926.7790704
5,19,10,1220157291.7418494
5,19,11,148381375.73542598
5,19,12,868656516.9286994
5,19,13,519316732.74122524
5,19,14,1.932279019251116e+23
5,19,15,1.8810755759187498e+21
5,19,16,1.6008470839562226e+23
